Timestamp;Log Entry Type;Data
2;3;0,0
2;4;0,0,0
5;2;1
12;1;3,1,0,0,0
12;1;3,2,0,0,0,0,0,0,0
15;3;0,0
15;4;0,0,0
22;1;3,1,0,0,0
22;1;3,2,0,0,0,0,0,0,0
18;2;1
25;3;0,0
25;4;0,0,0
32;1;3,1,0,0,0
32;1;3,2,0,0,0,0,0,0,0
28;2;1
35;3;0,0
35;4;0,0,0
42;1;3,1,0,0,0
42;1;3,2,0,0,0,0,0,0,0
37;2;1
44;3;0,0
44;4;0,0,0
52;1;3,1,0,0,0
52;1;3,2,0,0,0,0,0,0,0
49;2;1
53;3;0,0
53;4;0,0,0
62;1;3,1,0,0,0
62;1;3,2,0,0,0,0,0,0,0
56;2;1
62;3;0,0
62;4;0,0,0
72;1;3,1,0,0,0
72;1;3,2,0,0,0,0,0,0,0
65;2;1
72;3;0,0
72;4;0,0,0
82;1;3,1,0,0,0
82;1;3,2,0,0,0,0,0,0,0
75;2;1
82;3;0,0
82;4;0,0,0
92;1;3,1,0,0,0
92;1;3,2,0,0,0,0,0,0,0
85;2;1
92;3;0,0
92;4;0,0,0
102;1;3,1,0,0,0
102;1;3,2,0,0,0,0,0,0,0
95;2;1
103;3;0,0
103;4;0,0,0
112;1;3,1,0,0,0
112;1;3,2,0,0,0,0,0,0,0
106;2;1
113;3;0,0
113;4;0,0,0
122;1;3,1,0,0,0
122;1;3,2,0,0,0,0,0,0,0
116;2;1
122;3;0,0
122;4;0,0,0
132;1;3,1,0,0,0
132;1;3,2,0,0,0,0,0,0,0
125;2;1
132;3;0,0
132;4;0,0,0
142;1;3,1,0,0,0
142;1;3,2,0,0,0,0,0,0,0
135;2;1
142;3;0,0
142;4;0,0,0
152;1;3,1,0,0,0
152;1;3,2,0,0,0,0,0,0,0
145;2;1
152;3;0,0
152;4;0,0,0
162;1;3,1,0,0,0
162;1;3,2,0,0,0,0,0,0,0
155;2;1
162;3;0,0
162;4;0,0,0
172;1;3,1,0,0,0
172;1;3,2,0,0,0,0,0,0,0
165;2;1
172;3;0,0
172;4;0,0,0
182;1;3,1,0,0,0
182;1;3,2,0,0,0,0,0,0,0
175;2;1
182;3;0,0
182;4;0,0,0
192;1;3,1,0,0,0
192;1;3,2,0,0,0,0,0,0,0
185;2;1
192;3;0,0
192;4;0,0,0
202;1;3,1,0,0,0
202;1;3,2,0,0,0,0,0,0,0
195;2;1
202;3;0,0
202;4;0,0,0
212;1;3,1,0,0,0
212;1;3,2,0,0,0,0,0,0,0
205;2;1
212;3;0,0
212;4;0,0,0
222;1;3,1,0,0,0
222;1;3,2,0,0,0,0,0,0,0
215;2;1
222;3;0,0
222;4;0,0,0
232;1;3,1,0,0,0
232;1;3,2,0,0,0,0,0,0,0
225;2;1
232;3;0,0
232;4;0,0,0
242;1;3,1,0,0,0
242;1;3,2,0,0,0,0,0,0,0
235;2;1
242;3;0,0
242;4;0,0,0
252;1;3,1,0,0,0
252;1;3,2,0,0,0,0,0,0,0
245;2;1
252;3;0,0
252;4;0,0,0
262;1;3,1,0,0,0
262;1;3,2,0,0,0,0,0,0,0
255;2;1
262;3;0,0
262;4;0,0,0
272;1;3,1,0,0,0
272;1;3,2,0,0,0,0,0,0,0
265;2;1
272;3;0,0
272;4;0,0,0
282;1;3,1,0,0,0
282;1;3,2,0,0,0,0,0,0,0
275;2;1
282;3;0,0
282;4;0,0,0
292;1;3,1,0,0,0
292;1;3,2,0,0,0,0,0,0,0
285;2;1
292;3;0,0
292;4;0,0,0
302;1;3,1,0,0,0
302;1;3,2,0,0,0,0,0,0,0
295;2;1
302;3;0,0
302;4;0,0,0
312;1;3,1,0,0,0
312;1;3,2,0,0,0,0,0,0,0
305;2;1
312;3;0,0
312;4;0,0,0
322;1;3,1,0,0,0
322;1;3,2,0,0,0,0,0,0,0
315;2;1
322;3;0,0
322;4;0,0,0
332;1;3,1,0,0,0
332;1;3,2,0,0,0,0,0,0,0
325;2;1
332;3;0,0
332;4;0,0,0
342;1;3,1,0,0,0
342;1;3,2,0,0,0,0,0,0,0
335;2;1
342;3;0,0
342;4;0,0,0
352;1;3,1,0,0,0
352;1;3,2,0,0,0,0,0,0,0
345;2;1
352;3;0,0
352;4;0,0,0
362;1;3,1,0,0,0
362;1;3,2,0,0,0,0,0,0,0
355;2;1
362;3;0,0
362;4;0,0,0
372;1;3,1,0,0,0
372;1;3,2,0,0,0,0,0,0,0
365;2;1
372;3;0,0
372;4;0,0,0
382;1;3,1,0,0,0
382;1;3,2,0,0,0,0,0,0,0
375;2;1
382;3;0,0
382;4;0,0,0
392;1;3,1,0,0,0
392;1;3,2,0,0,0,0,0,0,0
385;2;1
392;3;0,0
392;4;0,0,0
402;1;3,1,0,0,0
402;1;3,2,0,0,0,0,0,0,0
395;2;1
402;3;0,0
402;4;0,0,0
412;1;3,1,0,0,0
412;1;3,2,0,0,0,0,0,0,0
405;2;1
412;3;0,0
412;4;0,0,0
422;1;3,1,0,0,0
422;1;3,2,0,0,0,0,0,0,0
415;2;1
422;3;0,0
422;4;0,0,0
432;1;3,1,0,0,0
432;1;3,2,0,0,0,0,0,0,0
425;2;1
432;3;0,0
432;4;0,0,0
442;1;3,1,0,0,0
442;1;3,2,0,0,0,0,0,0,0
435;2;1
442;3;0,0
442;4;0,0,0
452;1;3,1,0,0,0
452;1;3,2,0,0,0,0,0,0,0
445;2;1
452;3;0,0
452;4;0,0,0
462;1;3,1,0,0,0
462;1;3,2,0,0,0,0,0,0,0
455;2;1
462;3;0,0
462;4;0,0,0
472;1;3,1,0,0,0
472;1;3,2,0,0,0,0,0,0,0
465;2;1
472;3;0,0
472;4;0,0,0
482;1;3,1,0,0,0
482;1;3,2,0,0,0,0,0,0,0
475;2;1
482;3;0,0
482;4;0,0,0
492;1;3,1,0,0,0
